sequence_id,address,tx_type,tokenid,amount,rate,blocktimestamp,pool
10249,0x22Ee75a4148bB15B5D8661F07c4F637A1551A731,Deposit,0x06fa,9.965663,0.06,1654777699,ZigZag-USDC-2Mo
10250,0xf52FfB65b7880F0397FA253fE9C74fd775a204F4,Deposit,0x06f9,1100.0,0.03,1654777677,ZigZag-USDC-2Mo
10251,0x016df52048c4Cc63ed2cc042E82b306ee2eBE5e3,Deposit,0x06f8,199.464358,0.15,1654777595,ZigZag-USDC-2Mo
10252,0x6b6F1BFe70ca1A2Ffc25896Ec12A58AD0E6bc6Fe,Deposit,0x06f7,113.953938,0.03,1654777483,ZigZag-USDC-2Mo
10253,0x1BDa0a00d113eee140757AA5603c7ccA15295153,Deposit,0x06f6,51.448549,0.04,1654777363,ZigZag-USDC-2Mo
10257,0x81CC011877154B0Ac8079D8a476504686D32C11C,Deposit,0x06f4,200.0,0.03,1654776807,ZigZag-USDC-2Mo
10258,0x5DE64238dA2d7A5F1949C1bb1958273C22c5EE01,Deposit,0x06f3,1099.876416,0.02,1654776741,ZigZag-USDC-2Mo
10259,0x06d13d1562eb9da28C59e86e9BfC2a87d13AfB01,Deposit,0x06f2,3782.504939,0.03,1654775936,ZigZag-USDC-2Mo
10260,0x3735Be216322d86649Bd2cd103703Eff01035b6B,Deposit,0x06f1,126.0,0.03,1654775770,ZigZag-USDC-2Mo
10262,0xaDf5e32eB413e62DC072Aa5fd12F19a115aC3c12,Deposit,0x06ef,50000.0,0.1,1654774892,ZigZag-USDC-2Mo
10263,0x75e483cca6dfe6f565f8FA3c906D5629D020dA7E,Deposit,0x06ee,165.306735,0.02,1654774798,ZigZag-USDC-2Mo
10264,0x1c631A590De9Dcb689B3f92e4E0691F65C697d0c,Deposit,0x06ed,144.83576,0.04,1654774642,ZigZag-USDC-2Mo
10265,0xDf5cD91e64705852185255Cb9FD081bB22de4719,Deposit,0x06ec,499.531623,0.04,1654774376,ZigZag-USDC-2Mo
10266,0x1ec605CE9bFAE4B8339169C59f0F821793F3A7E0,Deposit,0x06eb,10.0,0.02,1654774146,ZigZag-USDC-2Mo
10268,0xdEe96105de27C6f47A610Fba6B700b22abb26C04,Deposit,0x06ea,10.067006,0.02,1654773964,ZigZag-USDC-2Mo
10270,0x6fEdfDB4249Cd5DCA3030FD09E0E1368f23CB4F8,Deposit,0x06e9,49955.130707,0.15,1654773720,ZigZag-USDC-2Mo
10272,0x2dB5990236c68015893eEbe6f817b6eA22fc6579,Deposit,0x06e7,582.086068,0.03,1654773416,ZigZag-USDC-2Mo
10273,0xEA5c2136609e8f62c5e7E0f6DCe9266281Cd40E1,Deposit,0x06e6,299.450172,0.05,1654773200,ZigZag-USDC-2Mo
10274,0x4C1F58d3dED593b018ca2ec4228399Df39CFdd6f,Deposit,0x06e5,644.530668,0.04,1654772822,ZigZag-USDC-2Mo
10276,0x38c70502E9223B584B73EF00532bAD0681D25b1D,Deposit,0x06e3,106.088857,0.02,1654772760,ZigZag-USDC-2Mo
10277,0x63122290895127671A36fDDac94087DD44e3A99C,Deposit,0x06e2,1500.0,0.03,1654772628,ZigZag-USDC-2Mo
10278,0x2dB5990236c68015893eEbe6f817b6eA22fc6579,Deposit,0x06e1,500.0,0.03,1654772482,ZigZag-USDC-2Mo
10281,0x40A652BfBFDfD38F341a47c96Bb21e3aeE2aE6bF,Deposit,0x06de,904.0,0.02,1654772066,ZigZag-USDC-2Mo
10282,0xD364D56e2e77aB95491A26F1376d961a9A9692D7,Deposit,0x06dd,18.074367,0.04,1654771992,ZigZag-USDC-2Mo
10284,0xe3b72489968F11c15282514F33DF24634440393f,Deposit,0x06db,1020.0,0.04,1654771796,ZigZag-USDC-2Mo
10285,0xC5aFc3a0F462C5a387393421b6A253204a3Be8D2,Deposit,0x06da,101.0,0.03,1654771784,ZigZag-USDC-2Mo
10286,0xdFB7009edD56adA61Ce83EF03111815eFA604c7E,Deposit,0x06d9,6.320306,0.04,1654771698,ZigZag-USDC-2Mo
10288,0xE75E1BA066AcEC0428e6b631e1594F98e0D78268,Deposit,0x06d7,63768.791997,0.1,1654771306,ZigZag-USDC-2Mo
10289,0xeFD52a9E454FEB9Ad8edCA588c7a9703d67cdFF7,Deposit,0x06d6,1408.0,0.03,1654771250,ZigZag-USDC-2Mo
10290,0x6232d7a6085D0Ab8F885292078eEb723064a376B,Deposit,0x06d5,200.0,0.03,1654771178,ZigZag-USDC-2Mo
10292,0xbdbc9751D73f29CFDDB285EBa08FfDB7B3395dfE,Deposit,0x06d3,1020.0,0.02,1654770776,ZigZag-USDC-2Mo
10294,0x5b346153e215420aD424B22BBd16f2a57A91397d,Deposit,0x06d1,500.0,0.02,1654770478,ZigZag-USDC-2Mo
10295,0x930A481a89224A9ab8d889F36b2Fce80543a045f,Deposit,0x06d0,907.009748,0.02,1654770140,ZigZag-USDC-2Mo
10296,0x9EfF5B715d0E2C0ecDacB029C742dD516A751213,Deposit,0x06cf,229.0,0.02,1654770104,ZigZag-USDC-2Mo
10302,0x91C27b75fCC4A31d2ec786f1dc2a211615A37338,Deposit,0x06cb,23.614514,0.02,1654769046,ZigZag-USDC-2Mo
10303,0x68737f025356d9A3D342A60d722381B64899c2c2,Deposit,0x06ca,50.0,0.02,1654768856,ZigZag-USDC-2Mo
10305,0xA0Bedf26e0593Bb7A332c503Dfe7fdC5F1c7292F,Deposit,0x06c8,23.0,0.04,1654768664,ZigZag-USDC-2Mo
10306,0x703518C0B200F99FEca73743693B96F3F2d02E90,Deposit,0x06c7,50.0,0.03,1654768204,ZigZag-USDC-2Mo
10308,0x719285FE5A1b93f020be0b03AA346E56b8b83b61,Deposit,0x06c5,25.0,0.03,1654768110,ZigZag-USDC-2Mo
10310,0x083Ce594AF90EA8EF022997bBa9a0E501369Ec4c,Deposit,0x06c4,5.305201,0.1,1654766990,ZigZag-USDC-2Mo
10311,0xB4EA76d9488ED2E56FEb5F803A9733D513cc9027,Deposit,0x06c3,9.994102,0.02,1654766664,ZigZag-USDC-2Mo
10312,0x981b68d6e2D0B35A6Ec29aC51426956dcfDF0883,Deposit,0x06c2,5.65317,0.02,1654766616,ZigZag-USDC-2Mo
10315,0x446b3829013F94Ea309318e294D8eD7825950e09,Deposit,0x06c1,109.716199,0.03,1654766292,ZigZag-USDC-2Mo
10316,0xe67d3b0BDfd1D853FBcE6C0898b464e332a67B18,Deposit,0x06c0,15.0,0.03,1654766116,ZigZag-USDC-2Mo
10317,0x1Ac262d831815b1296803F01221271Cd5B1c3bbd,Deposit,0x06bf,101.0,0.02,1654765748,ZigZag-USDC-2Mo
10319,0x7FF4F8FE1dBbBA8Dc27103359BF96e97a4d44114,Deposit,0x06bd,200.0,0.02,1654765618,ZigZag-USDC-2Mo
10324,0xDf5cD91e64705852185255Cb9FD081bB22de4719,Deposit,0x06b8,502.511852,0.03,1654764132,ZigZag-USDC-2Mo
10325,0x344B914BaC7daf7077A28Ee78E8E7602eEdf1E88,Deposit,0x06b7,1001.0,0.03,1654763930,ZigZag-USDC-2Mo
10326,0x0EC4DdB2f8c8c566716c101c957017749faC5BF9,Deposit,0x06b6,220.0,0.03,1654763886,ZigZag-USDC-2Mo
10327,0x44fC7C5dbcF1C40B4546571453157FD52Bf08195,Deposit,0x06b5,1000.0,0.03,1654763686,ZigZag-USDC-2Mo
10328,0x0dcd149D8a0Bd20305E848DEc11E7A568f7B9209,Deposit,0x06b4,1001.0,0.03,1654763556,ZigZag-USDC-2Mo
10330,0x3CE8CE4a5eE7D6Ef768DF4Ad35BF245e0D0314Db,Deposit,0x06b2,902.0,0.03,1654763226,ZigZag-USDC-2Mo
10332,0x7a7F715819B13Ae1686153a63EBfA11E81F997D9,Deposit,0x06b1,459.165039,0.04,1654763006,ZigZag-USDC-2Mo
10333,0x5B3145d2F61F2d17Ae1f4d65dc48e987A47B5929,Deposit,0x06b0,155.0,0.02,1654762914,ZigZag-USDC-2Mo
10336,0x40A652BfBFDfD38F341a47c96Bb21e3aeE2aE6bF,Deposit,0x06ad,100.0,0.02,1654762610,ZigZag-USDC-2Mo
10337,0x2781c14Ab304F2e0e3A74653dDeeD044939faF0c,Deposit,0x06ac,10.0,0.15,1654762478,ZigZag-USDC-2Mo
10338,0xb0Ba26deDC9C1ddAe319de606C3B1279e26be57e,Deposit,0x06ab,2000.0,0.02,1654762468,ZigZag-USDC-2Mo
10339,0xBE2715D30dc55f0e0016246e2Bf0bbe1781064a7,Deposit,0x06aa,905.085864,0.04,1654762366,ZigZag-USDC-2Mo
10342,0x37f3e839e80B7D0bfA7c1B0F8eC0F7B7f111eCe3,Deposit,0x06a8,505.617956,0.03,1654761444,ZigZag-USDC-2Mo
10345,0x214E4DD04AfDD148984ef3cB7B4E4959ebeB1f48,Deposit,0x06a6,1000.0,0.03,1654760874,ZigZag-USDC-2Mo
10353,0x2298718F8C34aDb143BdCC017feAE24dE4a62653,Deposit,0x06a0,2876.470576,0.03,1654759894,ZigZag-USDC-2Mo
10355,0xCBdb9298828f641fF49145A78A869Dd9098F41A5,Deposit,0x069f,4989.66865,0.02,1654759844,ZigZag-USDC-2Mo
10357,0xE66d52E14ed58df4E68740d2675dce5D5D4a0D83,Deposit,0x069e,80.104378,0.03,1654759738,ZigZag-USDC-2Mo
10359,0x16782D28900743682B6A51b5764f90f62C6B3Fa1,Deposit,0x069c,3999.0,0.02,1654759686,ZigZag-USDC-2Mo
10362,0xE66d52E14ed58df4E68740d2675dce5D5D4a0D83,Deposit,0x069b,80.104367,0.02,1654759342,ZigZag-USDC-2Mo
10364,0xF96b453acd15b5822A5C3a4ef4211CA58027C672,Deposit,0x0699,2000.0,0.04,1654759308,ZigZag-USDC-2Mo
10365,0xC7Dd5979eaB960A9870554fF32E4D53af75e9A9C,Deposit,0x0698,5009.671574,0.02,1654759276,ZigZag-USDC-2Mo
10369,0xE66d52E14ed58df4E68740d2675dce5D5D4a0D83,Deposit,0x0696,80.104355,0.02,1654759004,ZigZag-USDC-2Mo
10372,0xC93505A56396456B49e20Ddb46A01B780aA87990,Deposit,0x0694,597.0,0.04,1654758894,ZigZag-USDC-2Mo
10374,0x561EDc21A1ec1dd67C3166219DdE4f1C3F6993F0,Deposit,0x0692,303.0,0.02,1654758646,ZigZag-USDC-2Mo
10376,0x5485798748221719181499103911646299086586,Deposit,0x0690,10000.0,0.02,1654758462,ZigZag-USDC-2Mo
10377,0x5485798748221719181499103911646299086586,Deposit,0x068f,10000.0,0.05,1654758444,ZigZag-USDC-2Mo
10378,0x5485798748221719181499103911646299086586,Deposit,0x068e,10000.0,0.04,1654758428,ZigZag-USDC-2Mo
10379,0x5485798748221719181499103911646299086586,Deposit,0x068d,10000.0,0.03,1654758412,ZigZag-USDC-2Mo
10380,0x5485798748221719181499103911646299086586,Deposit,0x068c,10000.0,0.02,1654758356,ZigZag-USDC-2Mo
10383,0x9E03EB454D58688334fA14e0D46252Fa2513A92C,Deposit,0x068a,1010.0,0.03,1654758036,ZigZag-USDC-2Mo
10384,0x819Fec659e1C225ce330B02e01f1e4c629E92A7a,Deposit,0x0689,100.0,0.03,1654757978,ZigZag-USDC-2Mo
10386,0x9E03EB454D58688334fA14e0D46252Fa2513A92C,Deposit,0x0688,910.0,0.03,1654757710,ZigZag-USDC-2Mo
10387,0x329C787B163a730BD7900DF2BEb3Ff4fe4670375,Deposit,0x0687,154.020202,0.03,1654757670,ZigZag-USDC-2Mo
10388,0x2f566d89dA82c73384706e98B11FeE36C113494d,Deposit,0x0686,500.0,0.02,1654757452,ZigZag-USDC-2Mo
10390,0x368d54bB116dCa5D3a7f6892fdB18e06B23a13BC,Deposit,0x0685,10.1,0.02,1654757384,ZigZag-USDC-2Mo
10391,0x9E03EB454D58688334fA14e0D46252Fa2513A92C,Deposit,0x0684,100.0,0.03,1654757316,ZigZag-USDC-2Mo
10393,0xB377D55090A007cC96a5906dcbf39b9370a1305A,Deposit,0x0682,638.0,0.03,1654757098,ZigZag-USDC-2Mo
10396,0x95F50Cf888dFeC90321dC376c1E695F15B081595,Deposit,0x067f,201.0,0.03,1654756746,ZigZag-USDC-2Mo
10397,0x7290ac43C0f50E18B7059f11dD1973028D9B67d6,Deposit,0x067e,12.0,0.02,1654756556,ZigZag-USDC-2Mo
10398,0x0ce6a19992CD1cCa54E83173BD0B5137F89b0f67,Deposit,0x067d,12.0,0.02,1654756490,ZigZag-USDC-2Mo
10404,0x329C787B163a730BD7900DF2BEb3Ff4fe4670375,Deposit,0x0679,12.939818,0.03,1654755842,ZigZag-USDC-2Mo
10405,0x659DB7f3EA1801dDE55259fCCbb1e8608f8eBdEF,Deposit,0x0678,1090.263135,0.07,1654755784,ZigZag-USDC-2Mo
10406,0x658b479fdA82400F1C797f92420FBEc703019dAC,Deposit,0x0677,101.0,0.03,1654755764,ZigZag-USDC-2Mo
10414,0x519Fa95765135191a7eBcb83062C55454d7f4104,Deposit,0x0672,200.0,0.03,1654752798,ZigZag-USDC-2Mo
10415,0x81Ba93B26bCe8cA5d649B6607DF15E6D45462D8F,Deposit,0x0671,444.0,0.03,1654750950,ZigZag-USDC-2Mo
10422,0x930A481a89224A9ab8d889F36b2Fce80543a045f,Deposit,0x066a,100.0,0.02,1654750530,ZigZag-USDC-2Mo
10424,0x018361ab87160C898CA7Bc3Ca6876c0A7596816e,Deposit,0x0668,200.0,0.03,1654750494,ZigZag-USDC-2Mo
10459,0x1E27C17432ABfF8E314b421BE50c63a42d3e95E0,Deposit,0x0647,500.906792,0.04,1654748070,ZigZag-USDC-2Mo
10465,0x8149DC18D39FDBa137E43C871e7801E7CF566D41,Deposit,0x0642,2300.0,0.02,1654747848,ZigZag-USDC-2Mo
10471,0x2DB22897B5703534B05d07d8e484d7759924dCD6,Deposit,0x063d,20.0,0.02,1654747290,ZigZag-USDC-2Mo
10474,0xF74709B52c0E108eCFE56fA364175A779d3C059A,Deposit,0x063a,101.542067,0.03,1654747064,ZigZag-USDC-2Mo
10475,0xFeD9Fe970880fFC916cCD810654C5746831F528C,Deposit,0x0639,10615.512512,0.02,1654747034,ZigZag-USDC-2Mo
10476,0xd5d730A0cfF08294473E54D0567F132005517050,Deposit,0x0638,2000.0,0.03,1654746604,ZigZag-USDC-2Mo
10478,0xEf70B07B4778ac48ed9F5878e2837a81f833A5E2,Deposit,0x0636,10.0,0.03,1654746034,ZigZag-USDC-2Mo
10479,0x266d97f73F74a5236e373E8eFC574BC85f86Cd0C,Deposit,0x0635,216.833571,0.02,1654745934,ZigZag-USDC-2Mo
10489,0x04657F2f2Ba352bc94Dd940eDC7A7cAF3afaEd53,Deposit,0x062d,20.0,0.05,1654744748,ZigZag-USDC-2Mo
10490,0x887C3599c4826F7b3cDe82003b894430F27d5b92,Deposit,0x062c,100.0,0.03,1654744092,ZigZag-USDC-2Mo
10491,0x68cDe2976C79846c8EbFc9925616440bcFaE0894,Deposit,0x062b,1000.0,0.04,1654743784,ZigZag-USDC-2Mo
10493,0x17bc6203A24D641a91DBB658c616c551295dB94d,Deposit,0x0629,2402.534182,0.02,1654743560,ZigZag-USDC-2Mo
10494,0x11A1Ee668c9505d39cd8A4aa94D2fA664EBbeC7E,Deposit,0x0628,1100.0,0.03,1654743548,ZigZag-USDC-2Mo
10502,0x3F9d386eeb91304aB65899b567EE8756D3298d40,Deposit,0x0622,502.852942,0.03,1654743074,ZigZag-USDC-2Mo
10503,0x11A1Ee668c9505d39cd8A4aa94D2fA664EBbeC7E,Deposit,0x0621,210.0,0.03,1654743000,ZigZag-USDC-2Mo
10506,0x69D3e42954170c90F6D4B70a598C5386E1dB392e,Deposit,0x061f,320.607672,0.03,1654741740,ZigZag-USDC-2Mo
10513,0xFD7f76d02e0DfDf1D2e9F0c7A292236d819b5625,Deposit,0x0618,1498.90466,0.04,1654739872,ZigZag-USDC-2Mo
10515,0x32B8E0cb8A5E2a7700061D5d1616719757Ed1D36,Deposit,0x0616,6.051401,0.15,1654737354,ZigZag-USDC-2Mo
10518,0x880c4F74C3d4C39D75F8e2aD958F40671416bf66,Deposit,0x0613,100003.852318,0.03,1654736122,ZigZag-USDC-2Mo
10519,0xF212cE21a97dbe30999a4c2B309d278BCcBb686A,Deposit,0x0612,100005.93272,0.04,1654736030,ZigZag-USDC-2Mo
10521,0x1146994C30A69C2C7a515e2Db6800a2F278d7157,Deposit,0x0611,1001.0,0.03,1654735824,ZigZag-USDC-2Mo
10525,0xF009d057f8210c380c68D383aa7FFeE8f9E6DF74,Deposit,0x060e,149.963456,0.03,1654734346,ZigZag-USDC-2Mo
10530,0xF6fe83569C9091352e529F12f807fCd438AB92B0,Deposit,0x060a,1001.1,0.04,1654732674,ZigZag-USDC-2Mo
10531,0x3CE8CE4a5eE7D6Ef768DF4Ad35BF245e0D0314Db,Deposit,0x0609,100.0,0.03,1654731946,ZigZag-USDC-2Mo
10532,0x8073c62366973B9960F4561f6A72C5826b75e828,Deposit,0x0608,490.238254,0.04,1654731290,ZigZag-USDC-2Mo
10533,0xCe2628D07b3dF18674761f79F341267dF8C92F71,Deposit,0x0607,196.358088,0.04,1654730412,ZigZag-USDC-2Mo
10537,0xc6c827D294A8102C2feE976D340bD454758073c4,Deposit,0x0604,5.051272,0.02,1654728832,ZigZag-USDC-2Mo
10538,0x5AADB54B463204059ACB58262EC8ed49EFbddbaa,Deposit,0x0603,10.0,0.03,1654728074,ZigZag-USDC-2Mo
10545,0x584CaC684A032cbe0902fFe9e6302ab47A1ceA1d,Deposit,0x05fd,1000.0,0.04,1654727198,ZigZag-USDC-2Mo
10546,0x240DF0da944c11428eb9F8aD197cC211fD8D82eF,Deposit,0x05fc,131.125924,0.04,1654725286,ZigZag-USDC-2Mo
10548,0x5EF29cf961cf3Fc02551B9BdaDAa4418c446c5dd,Deposit,0x05fa,2000.0,0.03,1654725064,ZigZag-USDC-2Mo
10549,0xdC7Aa225964267c7E0EfB35f4931426209E90312,Deposit,0x05f9,3000.0,0.03,1654724966,ZigZag-USDC-2Mo
10550,0xdC7Aa225964267c7E0EfB35f4931426209E90312,Deposit,0x05f8,3000.0,0.03,1654724820,ZigZag-USDC-2Mo
10553,0xEa4e74617052762609223D08a68c5c1C2c00f483,Deposit,0x05f5,5.373939,0.15,1654724360,ZigZag-USDC-2Mo
10555,0xE6cC5e3EBB07B5156ba3aF510B8c6cA19804d88E,Deposit,0x05f3,1000.0,0.04,1654723820,ZigZag-USDC-2Mo
10557,0x54cC5Ed3593C5a54E053dF1d09a9D5aB1b0dd626,Deposit,0x05f1,110.0,0.03,1654723446,ZigZag-USDC-2Mo
10558,0xADAae0CF49B422fB24cB988d669e77F4E015608c,Deposit,0x05f0,60.212716,0.03,1654723424,ZigZag-USDC-2Mo
10564,0xfbb073e09D84970d1eFe099aBBE9E626f8FF7024,Deposit,0x05eb,1000.0,0.03,1654721453,ZigZag-USDC-2Mo
10565,0x41D0fb81f19F67B15cf71F4A3997F08321A614F6,Deposit,0x05ea,98.922959,0.02,1654721375,ZigZag-USDC-2Mo
10568,0x62Ed281c7f4f4Af5f0c8FA87cDD5C6Dd16b17550,Deposit,0x05e8,10.0,0.02,1654721203,ZigZag-USDC-2Mo
10569,0xA55E5742692EA2980b144253bD17054cdEBCa54A,Deposit,0x05e7,178.33283,0.03,1654721117,ZigZag-USDC-2Mo
10570,0x78b8A76BEa31733777556033e2a116df66C4C41C,Deposit,0x05e6,20.054034,0.02,1654720017,ZigZag-USDC-2Mo
10572,0x871e2C35f89d7e473b327684A89F5dff0455A5Ee,Deposit,0x05e4,1020.0,0.02,1654719281,ZigZag-USDC-2Mo
10574,0xc56Be2b721216458A051203F1783644536D1c498,Deposit,0x05e2,1010.0,0.03,1654719103,ZigZag-USDC-2Mo
10575,0x31613Fa26f749dD32B27e78566184b287E753D76,Deposit,0x05e1,20.0,0.04,1654719103,ZigZag-USDC-2Mo
10578,0xa0E1EeE5CE9881C716Ed5D09377F693dFbB65A9A,Deposit,0x05de,44.029272,0.03,1654718917,ZigZag-USDC-2Mo
10579,0xA5946b80D240b709bc34a6Ff93953Bb352cAD9E5,Deposit,0x05dd,1010.0,0.03,1654718909,ZigZag-USDC-2Mo
10581,0x4370c79C010B2E67c75c61f1c7379e9Bb07d2ca4,Deposit,0x05db,1025.0,0.03,1654718741,ZigZag-USDC-2Mo
10582,0x3bb638c1FDF2EaCc053bcA17149aD64C11Ca09cD,Deposit,0x05da,250.0,0.04,1654718611,ZigZag-USDC-2Mo
10583,0xa281fb7f9B25ba3BEf7e4D5615a4Ff256064aB22,Deposit,0x05d9,110.0,0.04,1654718579,ZigZag-USDC-2Mo
10584,0x3831ED91De0e50260d3fA8926de5A34493fa6e58,Deposit,0x05d8,1020.0,0.03,1654718411,ZigZag-USDC-2Mo
10585,0xe0D96d1e847D222aaf54366B74DB508A393b8D8A,Deposit,0x05d7,11.0,0.02,1654718313,ZigZag-USDC-2Mo
10586,0xAc7d7dE9E8854EB64044deD6BCD789151a87069C,Deposit,0x05d6,50.0,0.02,1654717183,ZigZag-USDC-2Mo
10587,0xAc7d7dE9E8854EB64044deD6BCD789151a87069C,Deposit,0x05d5,50.0,0.02,1654717127,ZigZag-USDC-2Mo
10588,0x266d97f73F74a5236e373E8eFC574BC85f86Cd0C,Deposit,0x05d4,216.828182,0.02,1654716661,ZigZag-USDC-2Mo
10592,0x2e7caed2701104221A25F616e8b62C0139A42c68,Deposit,0x05d2,229.834318,0.03,1654716128,ZigZag-USDC-2Mo
10593,0xfc6577DF2BB28f7F83d8333594e95e27e5732716,Deposit,0x05d1,245.623047,0.04,1654715956,ZigZag-USDC-2Mo
10594,0x266d97f73F74a5236e373E8eFC574BC85f86Cd0C,Deposit,0x05d0,266.828075,0.02,1654715832,ZigZag-USDC-2Mo
10596,0x7035BFBf1344dEa6Bf5b92ba444876A279b72D6f,Deposit,0x05ce,20.1,0.03,1654715736,ZigZag-USDC-2Mo
10605,0x2F6EDAba2CA111188791b60Bf392Dc51b6e3A6b4,Deposit,0x05ca,16.0,0.02,1654714346,ZigZag-USDC-2Mo
10607,0x62223bb2a4781c9512E5b78cEf1655D1d9cD216d,Deposit,0x05c8,72.935827,0.02,1654713217,ZigZag-USDC-2Mo
10608,0x2bFE6398feE545f1F422DB3F65EC86e09385B900,Deposit,0x05c7,101.0,0.02,1654713075,ZigZag-USDC-2Mo
10613,0x3a5d9e242B7eF824C60F24Ac23DAa68859964543,Deposit,0x05c5,57.024939,0.06,1654712511,ZigZag-USDC-2Mo
10614,0xe3645d4E8e55Bad591B2A23bbd26Ea1E86f9bbC9,Deposit,0x05c4,199.0,0.15,1654712455,ZigZag-USDC-2Mo
10615,0xBE71eb1AFd30a9eF6EC5b6efbF75B4Adb899c148,Deposit,0x05c3,208.062455,0.15,1654712449,ZigZag-USDC-2Mo
10620,0x7F4e21B39D6506e333b9b470B3Fdedd4fCBbC6e8,Deposit,0x05bf,25.0,0.05,1654712305,ZigZag-USDC-2Mo
10621,0x7F4e21B39D6506e333b9b470B3Fdedd4fCBbC6e8,Deposit,0x05be,24.478779,0.1,1654712277,ZigZag-USDC-2Mo
10623,0x4a048FaF9aCd947b38Ebd1272bEe109fffa20BBe,Deposit,0x05bc,54.183535,0.02,1654712211,ZigZag-USDC-2Mo
10624,0x35ebe63aEEB25A1be8394dCbCb8E9a4d1bF01d1f,Deposit,0x05bb,200.0,0.04,1654712157,ZigZag-USDC-2Mo
10627,0xc385E224391C6776f4bCBa5C65Aca3ae9CB540db,Deposit,0x05b8,17.326079,0.07,1654711867,ZigZag-USDC-2Mo
10633,0xc385E224391C6776f4bCBa5C65Aca3ae9CB540db,Deposit,0x05b2,10.0,0.04,1654711515,ZigZag-USDC-2Mo
10636,0xc385E224391C6776f4bCBa5C65Aca3ae9CB540db,Deposit,0x05af,10.0,0.04,1654711369,ZigZag-USDC-2Mo
10649,0x7A76Dc4dCcf00c129fc77D4fbCF55da1050E79B5,Deposit,0x05a6,1000.0,0.15,1654710062,ZigZag-USDC-2Mo
10650,0x48d732E704b90D77aF8eC46Fcf5cD75e03afA208,Deposit,0x05a5,91.597617,0.02,1654709724,ZigZag-USDC-2Mo
10651,0x9628bE77Fb3dcd890fD93A5d039092FcA855D3cC,Deposit,0x05a4,45.152538,0.04,1654709564,ZigZag-USDC-2Mo
10652,0x9E706C9cCD9384e22976C0310D58Ce1B3De02CC6,Deposit,0x05a3,10.89935,0.02,1654708510,ZigZag-USDC-2Mo
10653,0x3781210255B20C86725fE626F9028cFF2dB10214,Deposit,0x05a2,10.895877,0.02,1654708494,ZigZag-USDC-2Mo
10655,0x77eAc319aCa16AA0D2Af88Bc84e271A93107057A,Deposit,0x05a0,179.577212,0.04,1654708428,ZigZag-USDC-2Mo
10657,0x5F1283130065eEcB7604a769F28D7E761E69bFd8,Deposit,0x059e,498.489168,0.04,1654707826,ZigZag-USDC-2Mo
10658,0x90FD3C31a699aDa5e971D24C39d1E04335DDf8C3,Deposit,0x059d,78.949311,0.02,1654707822,ZigZag-USDC-2Mo
10660,0xc385E224391C6776f4bCBa5C65Aca3ae9CB540db,Deposit,0x059a,10.0,0.02,1654707720,ZigZag-USDC-2Mo
10663,0x9fF10612aF2b7ab14dCdaeB2f8E41AB6F54d020D,Deposit,0x0598,100.0,0.05,1654707574,ZigZag-USDC-2Mo
10667,0x3C77A3257f91Cc61182054f1c255f72b3ad84C00,Deposit,0x0595,31.0,0.04,1654707379,ZigZag-USDC-2Mo
10671,0x4aFF9579D29fB251157fd575B647ae56F8Bd32d7,Deposit,0x0593,101.543352,0.03,1654707181,ZigZag-USDC-2Mo
10673,0x90FD3C31a699aDa5e971D24C39d1E04335DDf8C3,Deposit,0x0591,78.949294,0.02,1654707111,ZigZag-USDC-2Mo
10674,0xF6bc0e3662a840dc1Fd939652dCC793c3EDfAA1e,Deposit,0x0590,11.0,0.03,1654707105,ZigZag-USDC-2Mo
10676,0x95fDD2E5BaDE82c0EcCf177E5bC870cbc2940260,Deposit,0x058e,20.0,0.02,1654706818,ZigZag-USDC-2Mo
10684,0x3aA2C36488BD69D96D74a783cdB4aCEa8BBF9f65,Deposit,0x0586,10.0,0.04,1654706268,ZigZag-USDC-2Mo
10685,0x2985559c2751BD80C0f5df3A3328AA9A6f4f7974,Deposit,0x0585,50.0,0.02,1654706198,ZigZag-USDC-2Mo
10686,0xd657AA105088fd09FfE49CEaa1DDAdf0fE1083B6,Deposit,0x0584,91.93006,0.03,1654706114,ZigZag-USDC-2Mo
10688,0xAF5DE4777c33Ae69505Fd190D6eB26F78b5d51B7,Deposit,0x0582,50.0,0.04,1654705862,ZigZag-USDC-2Mo
10690,0xfefbA63bCbaAa60056Bd095e75c25918f7D7e4cd,Deposit,0x0580,20.1,0.02,1654705744,ZigZag-USDC-2Mo
10692,0x266d97f73F74a5236e373E8eFC574BC85f86Cd0C,Deposit,0x057f,88.353294,0.02,1654705548,ZigZag-USDC-2Mo
10702,0x90FD3C31a699aDa5e971D24C39d1E04335DDf8C3,Deposit,0x057a,82.033997,0.02,1654705171,ZigZag-USDC-2Mo
10704,0x266d97f73F74a5236e373E8eFC574BC85f86Cd0C,Deposit,0x0579,88.353281,0.02,1654705153,ZigZag-USDC-2Mo
10705,0xB64898Bb94C72c4526576b748B39664039793faa,Deposit,0x0578,100.0,0.04,1654705099,ZigZag-USDC-2Mo
10711,0xE6Ad09C71875ba60546A081505c4768B652E4233,Deposit,0x0575,92.308815,0.02,1654704885,ZigZag-USDC-2Mo
10712,0x90FD3C31a699aDa5e971D24C39d1E04335DDf8C3,Deposit,0x0574,82.03399,0.02,1654704865,ZigZag-USDC-2Mo
10716,0x75Ab498536B0324B374FEb02B21A4c7f2e4D59E8,Deposit,0x0571,542.652653,0.02,1654704717,ZigZag-USDC-2Mo
