sequence_id,address,tx_type,tokenid,amount,rate,blocktimestamp,pool
8945,0xCd5DfFfdCA595cD5CF3E02011bf04730680295df,Deposit,0x0afa,40.0,0.04,1655364133,ZigZag-USDC-2Mo
8946,0x241793400badCeA717A880928D82aF0ad9349Fe6,Deposit,0x0af9,111.0,0.03,1655364099,ZigZag-USDC-2Mo
8950,0x8999938863F37C05C4eBb1752AB9987AA565B3FD,Deposit,0x0af5,8.267295,0.06,1655363771,ZigZag-USDC-2Mo
8952,0x4778cE013953fAb97066B824393bC82a4045bEe8,Deposit,0x0af3,200.0,0.04,1655363115,ZigZag-USDC-2Mo
8954,0xBE4AA0296B2B217d03DDFfF792675cfCa96A95B4,Deposit,0x0af1,500.0,0.02,1655362519,ZigZag-USDC-2Mo
8955,0xAdAB4df3d8Fb2927F59487C2Fd90df17A3aE20cE,Deposit,0x0af0,505.0,0.02,1655354275,ZigZag-USDC-2Mo
8957,0xd8e9aCa964088bBfBD494f06051Bfe3A4e6bdfd9,Deposit,0x0aee,12.701991,0.04,1655351713,ZigZag-USDC-2Mo
8960,0x1dcB25C050D065f7b5C0E664f7795475ea3323af,Deposit,0x0aeb,112.526139,0.04,1655350439,ZigZag-USDC-2Mo
8962,0xaa3a402E2ceaF9a4d67caF7e4d56b553B568d39C,Deposit,0x0ae9,1009.023917,0.04,1655327127,ZigZag-USDC-2Mo
8963,0x6c0C1404A249B3c80420051B1F457263C91927fb,Deposit,0x0ae8,1009.023968,0.04,1655327055,ZigZag-USDC-2Mo
8964,0x51CbF2E1611153983865710eD6D8F3dEc98d0756,Deposit,0x0ae7,1009.025142,0.04,1655326991,ZigZag-USDC-2Mo
8965,0x28b5DA9Da47eaEe399eF63EfA752860e403AF091,Deposit,0x0ae6,1009.025194,0.04,1655326913,ZigZag-USDC-2Mo
8966,0x7c0d67f201fe53120299523D3dD998F5F387Ca66,Deposit,0x0ae5,1009.025245,0.04,1655326749,ZigZag-USDC-2Mo
8967,0xFB40932271Fc9Db9DbF048E80697E2Da4AA57250,Deposit,0x0ae4,2619.37337,0.03,1655322327,ZigZag-USDC-2Mo
8968,0x8DCF164DfA7Ec5D68562C4A99321a8f1FECF51F5,Deposit,0x0ae3,10000.0,0.03,1655321607,ZigZag-USDC-2Mo
8969,0x9cEEFc526058b5992D83Faba0ef5d0335b18bB5b,Deposit,0x0ae2,5000.568038,0.03,1655319243,ZigZag-USDC-2Mo
8970,0x967C4c1DC31a1c1e8B17C2944EE67F7C69440AD7,Deposit,0x0ae1,110.803454,0.04,1655317791,ZigZag-USDC-2Mo
8972,0x77f3D921367224a4800De05e259bEe9D433CfFcc,Deposit,0x0adf,10.921339,0.04,1655314563,ZigZag-USDC-2Mo
8973,0xf596f9420234Ad8Ad4486518113680fbF4054420,Deposit,0x0ade,440.906918,0.04,1655314381,ZigZag-USDC-2Mo
8975,0x6C7f3cdd089fcFF4F24C78157A92C488D011d91B,Deposit,0x0adc,10.95434,0.04,1655313915,ZigZag-USDC-2Mo
8977,0x566C9eF8eA3C61D178E36d3CBe2a39Eb67dC04e6,Deposit,0x0ada,15.0,0.02,1655311140,ZigZag-USDC-2Mo
8980,0xA42d4F521e92F7aBCda410046E76EBB26E8CF2f2,Deposit,0x0ad8,256.0,0.02,1655310569,ZigZag-USDC-2Mo
8981,0x83b14FE94F7dEaCa7f1c8F948cA2A5808deC259b,Deposit,0x0ad7,58.750782,0.04,1655309525,ZigZag-USDC-2Mo
8983,0xe1dEd22ca713eb479BBd50c055714aBccA8CA57E,Deposit,0x0ad5,150.0,0.04,1655309385,ZigZag-USDC-2Mo
8984,0x2B29833a831207A3B92102b0708B32D624AA0F65,Deposit,0x0ad4,120.0,0.02,1655308663,ZigZag-USDC-2Mo
8986,0xA1c31CF1535341105e291E46897710ED9cF8Dd33,Deposit,0x0ad3,50.913055,0.04,1655307005,ZigZag-USDC-2Mo
8987,0xB51eaD9046d71567308b966D3bA350272ba96a95,Deposit,0x0ad2,5.12,0.04,1655306518,ZigZag-USDC-2Mo
8989,0xB4fd47962e9427Ac1a3E0759b19baBbE05c65e7b,Deposit,0x0ad1,150.0,0.04,1655306114,ZigZag-USDC-2Mo
8994,0x3e1745676c651dd389BeDc074bB0ffBdEFaf1BBF,Deposit,0x0acf,130.0,0.04,1655303620,ZigZag-USDC-2Mo
8995,0xd44BD5996cE9e6d1f01388878ed02e3CEb49925c,Deposit,0x0ace,150.0,0.04,1655303172,ZigZag-USDC-2Mo
9008,0x4adb8AEc40cBcC9F84e20933c867d70B6b264A32,Deposit,0x0ac1,92.257215,0.15,1655301988,ZigZag-USDC-2Mo
9025,0x364F4B2eEe8920b6E476Dfd4e531B6fd6bfC14Cf,Deposit,0x0ab0,500.0,0.04,1655300116,ZigZag-USDC-2Mo
9032,0x2bA1473Cb3973C288312a92FB8930bB0aF2cAe02,Deposit,0x0aa9,218.0,0.04,1655299006,ZigZag-USDC-2Mo
9035,0xb342406BE801b69012a20bfaB49771Da2DCb4890,Deposit,0x0aa7,120.0,0.04,1655297914,ZigZag-USDC-2Mo
9038,0x731111D4f903c913D4f1F83E0cD02067d3FaA12f,Deposit,0x0aa4,11.0,0.04,1655295912,ZigZag-USDC-2Mo
9040,0x9a4773EeEE73e34e1EE0E9A64E4b7453b0b04246,Deposit,0x0aa3,1005.0,0.02,1655295044,ZigZag-USDC-2Mo
9043,0x68Cb015699cb565bbE4B08402b6886aC26e43F73,Deposit,0x0aa1,90.003303,0.06,1655293702,ZigZag-USDC-2Mo
9045,0x8AE1BD8a98eb772363157682f5238209276458be,Deposit,0x0aa0,50.0,0.03,1655293182,ZigZag-USDC-2Mo
9046,0xA45e4DA10f86579FF2D37CBf29Fc7B27C08A22fA,Deposit,0x0a9f,20.0,0.04,1655293106,ZigZag-USDC-2Mo
9047,0x774c6e8930aC08A1b00480135e0301e7967a1E22,Deposit,0x0a9e,24.0,0.04,1655292936,ZigZag-USDC-2Mo
9048,0xfFEa8ff1e27705870d13D98f3339F1c89b32a578,Deposit,0x0a9d,15.0,0.04,1655292078,ZigZag-USDC-2Mo
9051,0x1a5981545d558ff8a70e6C17a13E7D8838909E77,Deposit,0x0a9b,15.0,0.03,1655291912,ZigZag-USDC-2Mo
9052,0x8C8578cb6eF972b978452B4f22b2677c97C18661,Deposit,0x0a9a,10.0,0.04,1655291248,ZigZag-USDC-2Mo
9053,0xe53959fA51F8136e31382263c5CA73504fc25708,Deposit,0x0a99,270.0,0.04,1655291096,ZigZag-USDC-2Mo
9054,0xDFb00c8f3D2E23f68aa49aeB382C62CbfC53985A,Deposit,0x0a98,15.0,0.02,1655290662,ZigZag-USDC-2Mo
9064,0xD67EbB5b2C5A0b663Cb9454c70fec955e3E5afd6,Deposit,0x0a91,100.0,0.02,1655285440,ZigZag-USDC-2Mo
9065,0xcFf234b9391247A4775C0eB7ccfC9F5D08971DB1,Deposit,0x0a90,100.0,0.02,1655285288,ZigZag-USDC-2Mo
9066,0x7aDd411aA2D004040F62Fb0D7F5c0F62ec58307f,Deposit,0x0a8f,100.0,0.02,1655285190,ZigZag-USDC-2Mo
9067,0xde64c2925893a6C9841c0aB0D274A886A494f2A8,Deposit,0x0a8e,50.0,0.15,1655285072,ZigZag-USDC-2Mo
9068,0xB6D43Bb5D1E8987048780597092856dC7357272D,Deposit,0x0a8d,100.0,0.03,1655285064,ZigZag-USDC-2Mo
9069,0xB4e75f3e6583DBD97B3939A5CD70007CAf14BEa2,Deposit,0x0a8c,100.0,0.02,1655285054,ZigZag-USDC-2Mo
9070,0xc0d3916821B39189e6958d2Ce9bA5BD71efa184E,Deposit,0x0a8b,100.0,0.02,1655284888,ZigZag-USDC-2Mo
9071,0xdf72DE8dfD7EaaE227CbaFd40275ea84e332054f,Deposit,0x0a8a,100.0,0.04,1655284698,ZigZag-USDC-2Mo
9072,0xF7437679F4f3d04ccbc462f86526650db708f03d,Deposit,0x0a89,100.0,0.03,1655284228,ZigZag-USDC-2Mo
9073,0x7f4A5F29576A398aBf64c32ff1F7de7BbCd9Bd0b,Deposit,0x0a88,100.0,0.04,1655284218,ZigZag-USDC-2Mo
9074,0xa3f6D2297751AD883926199f9DB247BECB46D92f,Deposit,0x0a87,100.0,0.02,1655283920,ZigZag-USDC-2Mo
9076,0x657175175c7e19A1cd2B7a79C77BE75719EC6f93,Deposit,0x0a85,134.067945,0.04,1655281954,ZigZag-USDC-2Mo
9077,0xF90f56AFa1DaE825Db57fc305B2F8F1Ccf337531,Deposit,0x0a84,100.05,0.1,1655281058,ZigZag-USDC-2Mo
9079,0x7d9B23159Faf11fe7F864B9ce5A8bC269b90bF70,Deposit,0x0a82,300.0,0.04,1655279510,ZigZag-USDC-2Mo
9081,0xf2C5BA0a60B8be69ED646a59f480A21064809baa,Deposit,0x0a80,50.0,0.04,1655277982,ZigZag-USDC-2Mo
9085,0xaE0eB3e839C20C5D63aa2B5815767CfA8f20c5c8,Deposit,0x0a7d,100.0,0.02,1655275608,ZigZag-USDC-2Mo
9090,0x850C372F8c0C30F7A909999b57834cf44eeE54F6,Deposit,0x0a78,10.0,0.04,1655274363,ZigZag-USDC-2Mo
9095,0x4bB2DF3D70B344e46F47D517b0Ca36357583189E,Deposit,0x0a74,100.0,0.04,1655272229,ZigZag-USDC-2Mo
9098,0x62261fFE617505213c5086f0ED87e561a2bbcF4f,Deposit,0x0a72,166.0,0.15,1655259448,ZigZag-USDC-2Mo
9101,0x3dedAcfa1FD68535ff3F377E2Cecd51A244074C4,Deposit,0x0a6f,9.081209,0.04,1655247462,ZigZag-USDC-2Mo
9103,0x3e42D2e83ea7c224028c5be65435037B84CdD15A,Deposit,0x0a6d,6.418959,0.04,1655246736,ZigZag-USDC-2Mo
9105,0x1f7A8495811D7926A591460cB3c1fE77375FA546,Deposit,0x0a6c,21.940636,0.04,1655243524,ZigZag-USDC-2Mo
9106,0xA5248e9F2BE0D5b4D5df3775e5aA13d0C78F2412,Deposit,0x0a6b,21.967364,0.04,1655243418,ZigZag-USDC-2Mo
9109,0xafb46441AEc7a2c9625c5c89edCB863671e310C8,Deposit,0x0a69,10.0,0.02,1655243230,ZigZag-USDC-2Mo
9110,0xcfEA3480c6dd73972c6cd5660dBc3812c8ae05Dd,Deposit,0x0a68,18.015761,0.04,1655243064,ZigZag-USDC-2Mo
9111,0x12B628AD8FC97442446F7c1876e2E715a4C70F45,Deposit,0x0a67,16.023332,0.04,1655242946,ZigZag-USDC-2Mo
9122,0xDe410939d3e9F5A412e6944C54990AFB59431365,Deposit,0x0a60,52.0,0.02,1655239361,ZigZag-USDC-2Mo
9129,0x211245A2ef3F64679E364c16Af1446dF296Ea892,Deposit,0x0a5c,1085.245109,0.02,1655237969,ZigZag-USDC-2Mo
9131,0x67BaD9D103fD92db3E497f564c1C61CB0a3DE618,Deposit,0x0a5b,5.5,0.02,1655236059,ZigZag-USDC-2Mo
9132,0x211245A2ef3F64679E364c16Af1446dF296Ea892,Deposit,0x0a5a,10.0,0.02,1655235901,ZigZag-USDC-2Mo
9133,0xf460535E15e32bA5B9c8944e33B4a9273d94c76f,Deposit,0x0a59,5.89,0.04,1655235801,ZigZag-USDC-2Mo
9136,0xca4Dfecae67857c69374926a3f7b1aEa53E63430,Deposit,0x0a57,5.37,0.04,1655235455,ZigZag-USDC-2Mo
9137,0xD13F1860b40b12e98afDb9881C11BAF4919A39D4,Deposit,0x0a56,7.55,0.03,1655235293,ZigZag-USDC-2Mo
9138,0xa9614785a942AF96Af934E4c36aD15489879f5Ec,Deposit,0x0a55,5.45,0.02,1655235049,ZigZag-USDC-2Mo
9139,0x8C5eA6c789e5D7325C6Fd91BE8c18a34718Dcd3C,Deposit,0x0a54,5.27,0.03,1655234759,ZigZag-USDC-2Mo
9141,0x2F595C056e785E13579128DF27cAD2968d034BA4,Deposit,0x0a53,50.0,0.02,1655232843,ZigZag-USDC-2Mo
9142,0x34c32789817259aB1d4d96ED233Be9b48De43bFB,Deposit,0x0a52,244.691352,0.03,1655232605,ZigZag-USDC-2Mo
9145,0x880707E98d9d18b7382f241188BEa7Dc63422C94,Deposit,0x0a50,200.5,0.03,1655232307,ZigZag-USDC-2Mo
9146,0xA224935d47E2160CeDA9F68479f039036B3Dc7Ab,Deposit,0x0a4f,200.662465,0.03,1655232173,ZigZag-USDC-2Mo
9147,0x34626794bcA35E9AA2bc3ABfaD6c3128a845906d,Deposit,0x0a4e,100.0,0.02,1655230510,ZigZag-USDC-2Mo
9148,0x742b8116D473D6dA37a10B59243047a4E8cDC68D,Deposit,0x0a4d,110.0,0.04,1655230510,ZigZag-USDC-2Mo
9150,0xED3c678f04D92c78C101154A271A50ad9089F443,Deposit,0x0a4c,101.0,0.02,1655230310,ZigZag-USDC-2Mo
9152,0x458d22044217340A246062aE2813FD9EEc7f3718,Deposit,0x0a4a,9.552674,0.04,1655230248,ZigZag-USDC-2Mo
9155,0xf6eabb0EB614a70EC7Ef5d39Ad7A1D48b10abe1E,Deposit,0x0a48,77.004448,0.05,1655229804,ZigZag-USDC-2Mo
9156,0xc0986544922B4B585dA4C077F6488e2fbAF043Ba,Deposit,0x0a47,30.0,0.02,1655227940,ZigZag-USDC-2Mo
9157,0x5dE83c221E147ce7E8f93a636Df81C28373D6066,Deposit,0x0a46,5.25,0.03,1655226916,ZigZag-USDC-2Mo
9158,0x24502914994eE102986AbE8eE69942d0EE99b642,Deposit,0x0a45,5.485232,0.02,1655226868,ZigZag-USDC-2Mo
9160,0xe89D77b072c643a60466dbD3b7B4456Cb77A7F74,Deposit,0x0a43,5.2,0.03,1655226208,ZigZag-USDC-2Mo
9162,0xB8Ee7b90122C86BB79179B30eFdD60BB54A17E0C,Deposit,0x0a41,5.1,0.02,1655225708,ZigZag-USDC-2Mo
9163,0x1BDa0a00d113eee140757AA5603c7ccA15295153,Deposit,0x0a40,54.997004,0.04,1655225690,ZigZag-USDC-2Mo
9164,0xF82b3a0CD76EF3DcFaF772c27b2a39F1e1915494,Deposit,0x0a3f,5.027743,0.02,1655225668,ZigZag-USDC-2Mo
9165,0x16450A9eF722EfB0Ccd6039B7246F0e5821191C8,Deposit,0x0a3e,6.8,0.03,1655225436,ZigZag-USDC-2Mo
9169,0x93F8a790510E3393Bc3052D61016cA8dEE836e16,Deposit,0x0a3b,20.0,0.02,1655223566,ZigZag-USDC-2Mo
9170,0x8e2F7D5aAAE5ABbD5052aCb74019b9b11cb74349,Deposit,0x0a3a,1000.0,0.07,1655223352,ZigZag-USDC-2Mo
9172,0x9A9D05dA2254e0756284aD54F8eD3cf8942B1c09,Deposit,0x0a38,54.0,0.02,1655223102,ZigZag-USDC-2Mo
9173,0x441F2e35AB2F9c8831DADc0ff7Cb0BaeC0946135,Deposit,0x0a37,10.0,0.04,1655223070,ZigZag-USDC-2Mo
9174,0x42f12e3F3cc1E4263de39953b2FFFda2f5D550bd,Deposit,0x0a36,66.0,0.02,1655223064,ZigZag-USDC-2Mo
9175,0xc7d321dcbeB4E26a940FB575606362e7cDA5067c,Deposit,0x0a35,55.0,0.02,1655223030,ZigZag-USDC-2Mo
9176,0x879257111250952078C66A913b3dD03f206DD786,Deposit,0x0a34,21.599516,0.15,1655222906,ZigZag-USDC-2Mo
9177,0xe849b5Bd1fB9855311540A790374336D09c3F18B,Deposit,0x0a33,1001.0,0.04,1655222860,ZigZag-USDC-2Mo
9178,0x8adFc6e6E6DA6Ed9aF7F094B3f3115ED72048395,Deposit,0x0a32,120.0,0.03,1655222620,ZigZag-USDC-2Mo
9179,0x4F7a62b1399098820CA6fcf9D43Ef3099131220c,Deposit,0x0a31,5.3,0.02,1655222332,ZigZag-USDC-2Mo
9182,0xaFa8b9C3d4227Ce3329c016C1d0b399EA73FA80D,Deposit,0x0a2e,10.0,0.04,1655220862,ZigZag-USDC-2Mo
9185,0x7B2EDF8a56384e0f72BFF05a79690B0278fE7c22,Deposit,0x0a2b,60.0,0.04,1655220432,ZigZag-USDC-2Mo
9189,0x75AA8589283b5e8E063392558C975C6aB9426f44,Deposit,0x0a29,52.0,0.04,1655219744,ZigZag-USDC-2Mo
9192,0x96a41f7d4D9bB853C73af2d01357911F4F3194DD,Deposit,0x0a26,101.0,0.04,1655219510,ZigZag-USDC-2Mo
9194,0xc80c287a1030BF9144Ee9fEf576823D9B5582d8D,Deposit,0x0a25,53.0,0.04,1655219156,ZigZag-USDC-2Mo
9196,0xcD247E021f6eF24e75779fB8C4313120d86357E2,Deposit,0x0a23,20.0,0.04,1655218720,ZigZag-USDC-2Mo
9201,0x0352B958F3fc4Dffc1E347654dafB6e2ADf36B1a,Deposit,0x0a1e,92.012477,0.04,1655217576,ZigZag-USDC-2Mo
9202,0x8cB71ceC028CCb62A88A89364884D1df5C0C5273,Deposit,0x0a1d,156.0,0.02,1655217496,ZigZag-USDC-2Mo
9204,0xa026A9C19338Bfd7bEB7bc41dc3B6B00F562eDb7,Deposit,0x0a1b,45.323455,0.03,1655217241,ZigZag-USDC-2Mo
9206,0x93e02D5642a4ab41445C12f3005E340Eedb5FF18,Deposit,0x0a19,1700.0,0.04,1655216378,ZigZag-USDC-2Mo
9208,0x6F4aB162175cc367c97BaD1642a3f0B97aA31815,Deposit,0x0a17,10.0,0.04,1655215740,ZigZag-USDC-2Mo
9209,0xB111c9Ca49EbC4bA5e2c5E07D9607062928E8664,Deposit,0x0a16,7.225319,0.05,1655215680,ZigZag-USDC-2Mo
9210,0xD65b97d9925504DAe73E1a27e3AcfD21a77c1992,Deposit,0x0a15,99.249762,0.04,1655215612,ZigZag-USDC-2Mo
9211,0x42Da80aa3eb16ff545eA75cBFBf83606E82CD3e8,Deposit,0x0a14,5.958936,0.02,1655215316,ZigZag-USDC-2Mo
9212,0x3dC596D5F496409CCef0577290Fd0d014fce43E3,Deposit,0x0a13,10.0,0.04,1655214599,ZigZag-USDC-2Mo
9213,0x3875Cb9ECeb00dF377a2C002F59f9FA9ee8E2e48,Deposit,0x0a12,65.0,0.02,1655214591,ZigZag-USDC-2Mo
9214,0xF4BD11657d74d14761cEAd3556744F27b1928C83,Deposit,0x0a11,94.34809,0.04,1655214393,ZigZag-USDC-2Mo
9215,0xf8F26eEE55b8345b92268e3D9f70f5a501A58d83,Deposit,0x0a10,10.5,0.1,1655214175,ZigZag-USDC-2Mo
9216,0xcC429c98C14CB7a8960164BF078428f58d7eD9f5,Deposit,0x0a0f,10.0,0.04,1655213962,ZigZag-USDC-2Mo
9217,0x02bBa9d138C162737Fb9A4B2ADD9F95bB13ff666,Deposit,0x0a0e,10.0,0.04,1655213880,ZigZag-USDC-2Mo
9218,0xEB020FD170F41d2Cd5d8ebcD9116635D2c22E888,Deposit,0x0a0d,10.0,0.04,1655213792,ZigZag-USDC-2Mo
9219,0x55c75c9A8B9E962d80aE21f00F16C91B64C11999,Deposit,0x0a0c,10.0,0.04,1655213690,ZigZag-USDC-2Mo
9220,0xC115B9a6Ae32332D92a24C307C744EaA761b3999,Deposit,0x0a0b,10.0,0.04,1655213586,ZigZag-USDC-2Mo
9221,0x7DF3D5f10aDbf5E55082c084F6750Cb3D1e03999,Deposit,0x0a0a,10.0,0.04,1655213472,ZigZag-USDC-2Mo
9222,0xf15A971aC9feeD233941b6D49bD536ABD50166bB,Deposit,0x0a09,300.0,0.1,1655213412,ZigZag-USDC-2Mo
9223,0x7764dDbdff92Db78fFD517DCABB97DdA6b3cb666,Deposit,0x0a08,10.0,0.04,1655213378,ZigZag-USDC-2Mo
9224,0x12fea65b58422f3fe9BD138896B0537FD587c666,Deposit,0x0a07,10.0,0.04,1655213268,ZigZag-USDC-2Mo
9225,0xAa8A45F73B27c3f72Bcb9f570b9f3CB3bFD70888,Deposit,0x0a06,10.0,0.04,1655213083,ZigZag-USDC-2Mo
9226,0xe001EA9a8120ecED7789385F58490D0167daD555,Deposit,0x0a05,10.0,0.04,1655212983,ZigZag-USDC-2Mo
9227,0xcAcB31C27Dac43FC6aB2a21FD885877bE0c78f7d,Deposit,0x0a04,99.320826,0.04,1655212577,ZigZag-USDC-2Mo
9228,0xfDC46fBDd8AF50d9Bf7536Bf44ce8560E423352c,Deposit,0x0a03,996.987559,0.03,1655211992,ZigZag-USDC-2Mo
9230,0x79e9a50e619804f5f0a70f3830FC8c357e5aE6A5,Deposit,0x0a01,100.0,0.04,1655211928,ZigZag-USDC-2Mo
9231,0x7C171270EB4FE6Ebf50d839Ad12D7E20c8De4703,Deposit,0x0a00,7.0,0.02,1655211774,ZigZag-USDC-2Mo
9232,0xB5D627BC9045e5a05BdF7d19De044951963aCCff,Deposit,0x09ff,200.0,0.04,1655211670,ZigZag-USDC-2Mo
9233,0xF93b06A8BB5fae5AbfE844A56E467Dd024227092,Deposit,0x09fe,200.0,0.04,1655211380,ZigZag-USDC-2Mo
9234,0x204bFb4889F6370f4627De4056dB557527198e66,Deposit,0x09fd,103.3,0.02,1655211096,ZigZag-USDC-2Mo
9235,0xFABE6C1b1bE983811D1616bec49f679e1d8e928e,Deposit,0x09fc,100.0,0.02,1655210898,ZigZag-USDC-2Mo
9236,0x7B0B35b416631f05f321fE74990817dcA81caBDE,Deposit,0x09fb,101.0,0.02,1655210786,ZigZag-USDC-2Mo
9238,0x8E3AcB62f47f72eD8ea5908E09d41e563C0AdA94,Deposit,0x09fa,74.274083,0.04,1655210736,ZigZag-USDC-2Mo
9240,0x93fa26253aBbfb21a7f2749a81bb25a7e5f95BA1,Deposit,0x09f8,100.15,0.02,1655210660,ZigZag-USDC-2Mo
9241,0x7750b18CC5398f2bDDe8Dd368762d85E764497eC,Deposit,0x09f7,101.1,0.02,1655210550,ZigZag-USDC-2Mo
9242,0x6D40D892a5c877B2585A73b8A6d27DFd3eCeD68C,Deposit,0x09f6,25.223932,0.03,1655210494,ZigZag-USDC-2Mo
9243,0x9602c750905B2Dd6D5f477D68ff218c7dC5b943c,Deposit,0x09f5,100.0,0.02,1655210360,ZigZag-USDC-2Mo
9244,0x81D9D8E9Df8b8d14EA11C5a05844dDf77fEc346A,Deposit,0x09f4,25.000655,0.03,1655210270,ZigZag-USDC-2Mo
9245,0x5e3f228C92FF349018cA19f3367a2e231DE77483,Deposit,0x09f3,90.359342,0.04,1655210060,ZigZag-USDC-2Mo
9246,0xf4cA85c1E19329f6A301e33528D8aaD38d7dC09e,Deposit,0x09f2,24.608813,0.03,1655209996,ZigZag-USDC-2Mo
9247,0xf6d639FCdD2467139976675feC588BA970e7e599,Deposit,0x09f1,100.0,0.02,1655209938,ZigZag-USDC-2Mo
9248,0x71059b701Db4d4a7Bbaf01149Ab252ABAf4020EE,Deposit,0x09f0,24.65816,0.03,1655209786,ZigZag-USDC-2Mo
9249,0x01c441865D36B8df9a45B5CeDcB65040436694A8,Deposit,0x09ef,51.0,0.04,1655209732,ZigZag-USDC-2Mo
9250,0x2f7bA5951555519F460Ed96665cAd40ab1c6C4A5,Deposit,0x09ee,24.706447,0.03,1655209334,ZigZag-USDC-2Mo
9251,0x7B09b792EcDD658468edF45D0A94A845d5408C16,Deposit,0x09ed,69.386755,0.04,1655209126,ZigZag-USDC-2Mo
9252,0xf205262cFf3AAC625e91fd90e8c960ad86Baa152,Deposit,0x09ec,60.0,0.02,1655209086,ZigZag-USDC-2Mo
9253,0xb06EFD8A258C396C19467e4965CE65c8809122A6,Deposit,0x09eb,51.0,0.04,1655209076,ZigZag-USDC-2Mo
9254,0x889B425CD22573Ec6d22a8ca7EC4aBa7394E6dE7,Deposit,0x09ea,80.0,0.02,1655209050,ZigZag-USDC-2Mo
9255,0x7380f186e2D56D7ae7b79fE91d70B147bc3ca2E9,Deposit,0x09e9,50.0,0.02,1655209022,ZigZag-USDC-2Mo
9256,0xeF3d3BD802f760C6d139B492D6ccf4838134171E,Deposit,0x09e8,29.190034,0.03,1655208954,ZigZag-USDC-2Mo
9258,0xa3b2fc7832A5DA6C1Cd4290D4055b00bF99d1C68,Deposit,0x09e6,1002.0,0.02,1655208790,ZigZag-USDC-2Mo
9264,0xaDEE52bEF70d9e1999f15C0eCDcf5913711eebb1,Deposit,0x09e0,6.0,0.04,1655207856,ZigZag-USDC-2Mo
9270,0xeF3d3BD802f760C6d139B492D6ccf4838134171E,Deposit,0x09da,7.75631,0.03,1655207486,ZigZag-USDC-2Mo
9271,0x6478B172E8DE97Cf986E95FfE09f87C24A8482e0,Deposit,0x09d9,12.0,0.03,1655207314,ZigZag-USDC-2Mo
9275,0xe7cEae440C687d75425e2f5FF17e9259f051103a,Deposit,0x09d5,2000.0,0.04,1655206832,ZigZag-USDC-2Mo
9276,0xE28033a9BD54202d5f2487dd2C8518F48f4f07C2,Deposit,0x09d4,32.30465,0.04,1655205000,ZigZag-USDC-2Mo
9277,0x00EE80c322D6e956D2629a73223605bBda946F2d,Deposit,0x09d3,100.0,0.04,1655204912,ZigZag-USDC-2Mo
9278,0x3db1758686da7dFC9bC857A14EEdF928D575bFBa,Deposit,0x09d2,304.48782,0.04,1655204248,ZigZag-USDC-2Mo
9280,0xFa336C62D378A82bfC150Da3d87cb6600F177429,Deposit,0x09d1,500.0,0.04,1655203954,ZigZag-USDC-2Mo
9283,0xB0b948F31611dAc425911f53c3A7a88C789923Bc,Deposit,0x09cf,100.474807,0.04,1655203050,ZigZag-USDC-2Mo
9287,0x9fA10388D2BB8b7d8a2c8586772876D6302D4cB3,Deposit,0x09cc,150.0,0.04,1655202134,ZigZag-USDC-2Mo
9289,0x46545017fa98CA2efeF277c90B4c0044ca913596,Deposit,0x09cb,199.2,0.04,1655200172,ZigZag-USDC-2Mo
9290,0xE910908856DD3Bf536fFc1Db0eAa6eb56aD9Ef34,Deposit,0x09ca,30.0,0.02,1655200146,ZigZag-USDC-2Mo
9292,0x4076b08217aB9184528BC9f34356e1b15d2878eA,Deposit,0x09c8,40.0,0.02,1655199956,ZigZag-USDC-2Mo
9294,0xaeB79c89Bd801348DA200C73533908562a1D726E,Deposit,0x09c6,110.0,0.02,1655199614,ZigZag-USDC-2Mo
9296,0xDC40678C88958a5d42874d5E21f03dEd45518120,Deposit,0x09c4,20144.820288,0.04,1655199286,ZigZag-USDC-2Mo
9297,0x9eC972C32F0330A56C630f858b6c8b723C7977b3,Deposit,0x09c3,118.819054,0.04,1655199044,ZigZag-USDC-2Mo
9300,0x913ECFb400d4377E13Dcceb8De8856fc223d41B3,Deposit,0x09c2,107.350271,0.04,1655198652,ZigZag-USDC-2Mo
9303,0xd8052dA1fE3eBA60Ae2813c0adb12a75e8c56172,Deposit,0x09c0,100.0,0.04,1655198388,ZigZag-USDC-2Mo
9304,0x5d6c47cFDbBE5aD5a7be0a97D519164D303E1117,Deposit,0x09bf,151.46722,0.07,1655198278,ZigZag-USDC-2Mo
9306,0x77ec4BaF12CE09b3d0328C3B0468261F274257b9,Deposit,0x09bd,1111.736218,0.04,1655197988,ZigZag-USDC-2Mo
9311,0xF3D7459C7F6F75252AAdF594D2Ea74F04B359F82,Deposit,0x09b9,500.0,0.04,1655197182,ZigZag-USDC-2Mo
9312,0xF533E321D99a8A47580546966d0B4eE451ab2833,Deposit,0x09b8,100.0,0.04,1655196764,ZigZag-USDC-2Mo
9313,0x6f8b3E110995DAf3c3B48b10E106a7860F3EcacA,Deposit,0x09b7,11.474269,0.04,1655196522,ZigZag-USDC-2Mo
9314,0x2622BFDD6761d22a12602374893437e85e588888,Deposit,0x09b6,100.0,0.04,1655196010,ZigZag-USDC-2Mo
9316,0x28060028209eBECec2c1471FAE2d4b290F9EBedc,Deposit,0x09b4,6.776799,0.04,1655195622,ZigZag-USDC-2Mo
9317,0xA96490ac0f76cc850A4615b819ffB34D19067F43,Deposit,0x09b3,101.531995,0.04,1655195240,ZigZag-USDC-2Mo
